id,name,short_name,country,preferred_formation,formations_used,profile,team_style,pressing_intensity,defensive_line,tactical_styles,matches_total,wins,draws,losses,win_pct,avg_goals_scored,avg_goals_conceded,avg_possession,avg_shots,avg_shots_on_target,avg_xg_for,avg_xg_against,avg_corners,avg_yellow_cards,avg_red_cards,avg_fouls,clean_sheet_pct,btts_pct,over_25_pct,over_15_pct,fail_to_score_pct,avg_goals_scored_1h,avg_goals_conceded_1h,current_team_id,current_team_name
936,Manuel Herrero,M. Herrero,Spain,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1484,Real Jaén
287,Manuel Pellegrini,M. Pellegrini,Chile,4-2-3-1,"{'4-3-3': 12, '4-4-2': 2, '4-2-3-1': 31}",balanced,neutral,0.5207608820547743,mid,"[{""rank"": 1, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.075}, {""rank"": 2, ""code"": ""false_9"", ""name"": ""False 9 System"", ""category"": ""possession"", ""emoji"": ""🎩"", ""description"": ""No fixed striker — central creator drops deep"", ""score"": 0.063}, {""rank"": 3, ""code"": ""tiki_taka"", ""name"": ""Tiki-Taka"", ""category"": ""possession"", ""emoji"": ""🎨"", ""description"": ""Short passing, domination via possession"", ""score"": 0.054}, {""rank"": 4, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.053}]",50,22,17,11,44.0,1.68,1.24,51.48,13.93,4.72,1.34,1.16,4.2,2.19,0.0,11.0,28.0,62.0,50.0,88.0,16.0,0.81,0.66,56,Real Betis
909,Manu González,M. González,Spain,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1459,CDA Navalcarnero
477,Marc Ballester,M. Ballester,Spain,4-2-3-1,"{'3-5-2': 1, '4-3-3': 10, '4-4-2': 1, '4-5-1': 1, '3-3-3-1': 1, '4-2-3-1': 12}",balanced,neutral,0.688905628669613,high,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.534}, {""rank"": 2, ""code"": ""chaos_football"", ""name"": ""Chaos Football"", ""category"": ""pressing"", ""emoji"": ""🌪"", ""description"": ""High tempo, risk-heavy, disorganised by design"", ""score"": 0.11}, {""rank"": 3, ""code"": ""high_press"", ""name"": ""High Press"", ""category"": ""pressing"", ""emoji"": ""🔥"", ""description"": ""Press defenders and keeper aggressively high up"", ""score"": 0.082}, {""rank"": 4, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.075}]",26,9,8,9,34.6,1.0,1.54,58.56,9.78,3.56,,,3.67,2.43,0.0,10.44,38.5,34.6,38.5,65.4,46.2,0.57,0.71,916,FC Badalona
351,Marc Dos Santos,M. D. Santos,Canada,3-4-3,"{'3-4-3': 7, '4-3-3': 5, '5-3-2': 6, '4-2-3-1': 7}",attacking,neutral,0.3086451559568376,mid,"[{""rank"": 1, ""code"": ""counter"", ""name"": ""Counter-Attack"", ""category"": ""counter"", ""emoji"": ""⚡"", ""description"": ""Absorb pressure, strike fast on the break"", ""score"": 0.09}, {""rank"": 2, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.08}, {""rank"": 3, ""code"": ""low_counter"", ""name"": ""Low Block Counter"", ""category"": ""counter"", ""emoji"": ""🏹"", ""description"": ""Deep defense with rapid forward outlets"", ""score"": 0.071}, {""rank"": 4, ""code"": ""false_9"", ""name"": ""False 9 System"", ""category"": ""possession"", ""emoji"": ""🎩"", ""description"": ""No fixed striker — central creator drops deep"", ""score"": 0.062}]",47,25,12,10,53.2,1.91,1.06,50.55,14.09,5.6,1.72,1.05,4.91,2.0,0.0,12.26,42.6,46.8,55.3,72.3,14.9,0.7,0.1,292,Los Angeles FC
485,Marcelino,Marcelino,Spain,4-4-2,"{'4-3-3': 2, '4-4-2': 39}",balanced,neutral,0.35906880401472363,high,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.121}, {""rank"": 2, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.085}, {""rank"": 3, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.079}, {""rank"": 4, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.064}]",44,21,7,16,47.7,1.61,1.32,43.29,12.05,4.29,1.43,1.22,3.61,2.38,0.08,12.0,22.7,54.5,59.1,86.4,25.0,0.81,0.58,41,Villarreal
98,Marcelo Bielsa,M. Bielsa,Argentina,4-4-1-1,{'4-4-1-1': 2},defensive,neutral,,,[],2,0,2,0,0.0,0.5,0.5,52.0,8.0,1.0,,,3.0,2.5,0.0,16.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,480,Uruguay
758,Marcelo Cabo,M. Cabo,Brazil,4-2-3-1,{'4-2-3-1': 1},defensive,neutral,,,[],1,0,0,1,0.0,0.0,1.0,,,,,,,2.0,0.0,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,906,Caxias
520,Marcelo Mendez,M. Mendez,Uruguay,4-3-3,{'4-3-3': 3},defensive,neutral,,,[],3,3,0,0,100.0,1.33,0.0,42.67,7.67,3.0,0.39,0.66,5.67,2.67,0.0,10.67,100.0,0.0,0.0,33.3,0.0,0.33,0.0,747,Montevideo City Torque
41,Marcelo Neveleff,M. Neveleff,Argentina,,{},balanced,soft,,,[],2,0,2,0,0.0,1.5,1.5,,,,,,,0.0,0.0,,0.0,100.0,50.0,100.0,0.0,0.5,0.0,688,Dominican Republic
773,Marcelo Vilar e Lima Lopes,M. V. e L. Lopes,Brazil,4-3-3,{'4-3-3': 1},attacking,soft,,,[],1,0,0,1,0.0,4.0,5.0,,,,,,,1.0,0.0,,0.0,100.0,100.0,100.0,0.0,1.0,1.0,856,Lagarto FC
446,Marcin Brosz,M. Brosz,Poland,3-4-3,"{'3-4-3': 21, '3-5-2': 2, '5-3-2': 2, '3-4-2-1': 3}",balanced,neutral,0.3046174240458025,low,"[{""rank"": 1, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.155}, {""rank"": 2, ""code"": ""low_counter"", ""name"": ""Low Block Counter"", ""category"": ""counter"", ""emoji"": ""🏹"", ""description"": ""Deep defense with rapid forward outlets"", ""score"": 0.087}, {""rank"": 3, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.081}, {""rank"": 4, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.077}]",31,7,8,16,22.6,1.23,1.84,43.08,14.42,4.67,1.27,1.68,4.17,2.0,0.0,14.67,9.7,71.0,54.8,87.1,19.4,0.4,1.07,421,Bruk-Bet Termalica Nieciecza
746,Marcinho Guerreiro,M. Guerreiro,Brazil,4-2-3-1,{'4-2-3-1': 2},defensive,hard,,,[],2,1,0,1,50.0,0.5,0.5,,,,,,,4.0,0.0,,50.0,0.0,0.0,0.0,50.0,0.0,0.5,832,Maranhão AC
1373,Marcin Płuska,M. Płuska,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1803,Polonia Środa Wielkopolska
1172,Marcin Sasal,M. Sasal,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1764,Świt Skolwin Szczecin
1171,Marcin Wlodarski,M. Wlodarski,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1811,Podbeskidzie Bielsko-Biała
752,Márcio Fernandes,M. Fernandes,Brazil,4-3-1-2,{'4-3-1-2': 2},balanced,soft,,,[],2,1,0,1,50.0,1.5,0.5,,,,,,,1.5,0.0,,50.0,0.0,50.0,50.0,50.0,0.5,0.0,833,Amazonas FC
134,Márcio Goiano,M. Goiano,Brazil,4-2-3-1,"{'3-4-3': 2, '3-5-2': 1, '4-3-3': 7, '4-4-2': 1, '5-4-1': 1, '4-1-4-1': 2, '4-2-3-1': 15, '4-4-1-1': 3}",defensive,neutral,0.45140961785557066,mid,"[{""rank"": 1, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.113}, {""rank"": 2, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.075}, {""rank"": 3, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.065}, {""rank"": 4, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.062}]",47,4,17,26,8.5,0.77,1.77,48.07,12.22,3.8,1.04,1.58,5.54,2.27,0.09,13.7,19.1,51.1,48.9,72.3,42.6,0.18,0.73,159,Sport Recife
768,Márcio Zanardi,M. Zanardi,Brazil,4-3-1-2,"{'4-3-3': 1, '3-4-1-2': 1, '4-3-1-2': 1}",defensive,neutral,,,[],3,2,0,1,66.7,0.67,0.33,,,,,,,2.0,0.0,,66.7,0.0,0.0,0.0,33.3,0.33,0.0,834,Figueirense
324,Marco Donadel,M. Donadel,Italy,4-2-3-1,"{'4-3-3': 2, '3-2-4-1': 1, '4-2-3-1': 6}",balanced,soft,0.41684588920180377,,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.061}, {""rank"": 2, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.059}, {""rank"": 3, ""code"": ""anti_football"", ""name"": ""Anti-Football"", ""category"": ""defensive"", ""emoji"": ""⏱"", ""description"": ""Time-wasting, fouling, disrupting rhythm"", ""score"": 0.056}, {""rank"": 4, ""code"": ""inverted_fb"", ""name"": ""Inverted Fullbacks"", ""category"": ""possession"", ""emoji"": ""↩"", ""description"": ""Fullbacks step into midfield to overload centre"", ""score"": 0.051}]",34,6,10,18,17.6,1.0,1.76,48.65,11.38,4.12,1.25,1.51,5.06,,,12.68,11.8,58.8,47.1,79.4,35.3,,,297,CF Montréal
381,Marco Giampaolo,M. Giampaolo,Italy,3-5-2,"{'3-5-2': 24, '4-4-2': 4, '5-3-2': 1, '3-1-4-2': 4, '4-1-3-2': 1}",defensive,neutral,0.30602264733331785,low,"[{""rank"": 1, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.237}, {""rank"": 2, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.117}, {""rank"": 3, ""code"": ""low_block"", ""name"": ""Low Block"", ""category"": ""defensive"", ""emoji"": ""🛡"", ""description"": ""Compact defensive shape near own box"", ""score"": 0.092}, {""rank"": 4, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.069}]",35,6,11,18,17.1,0.74,1.46,46.47,8.85,3.15,0.92,1.53,3.41,1.74,0.17,13.5,28.6,40.0,40.0,65.7,51.4,0.17,0.91,64,Cremonese
79,Marco Rossi,M. Rossi,Italy,4-2-3-1,{'4-2-3-1': 2},defensive,soft,,,[],2,1,1,0,50.0,0.5,0.0,49.5,14.0,4.0,,,6.0,1.0,0.0,11.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,714,Hungary
914,Marcos Carrasco Pedrol,M. C. Pedrol,Spain,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1464,Reus FC Reddis
553,Marco Silva,M. Silva,Portugal,4-2-3-1,"{'3-4-2-1': 3, '4-2-3-1': 31}",balanced,neutral,0.454192008462794,high,"[{""rank"": 1, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.098}, {""rank"": 2, ""code"": ""ball_dominant"", ""name"": ""Ball Dominant"", ""category"": ""possession"", ""emoji"": ""⚽"", ""description"": ""Keep the ball to control tempo and energy"", ""score"": 0.087}, {""rank"": 3, ""code"": ""total_football"", ""name"": ""Total Football"", ""category"": ""possession"", ""emoji"": ""🌀"", ""description"": ""Fluid rotations, every player attacks and defends"", ""score"": 0.06}, {""rank"": 4, ""code"": ""tiki_taka"", ""name"": ""Tiki-Taka"", ""category"": ""possession"", ""emoji"": ""🎨"", ""description"": ""Short passing, domination via possession"", ""score"": 0.057}]",41,18,7,16,43.9,1.32,1.27,52.14,12.64,3.81,1.25,1.33,5.11,1.86,0.0,10.67,24.4,56.1,51.2,70.7,24.4,0.52,0.59,6,Fulham
1139,Marek Brzozowski,M. Brzozowski,Poland,,{},attacking,neutral,,,[],5,3,2,0,60.0,2.0,0.8,0.0,,2.0,,,3.0,2.2,0.0,21.0,20.0,80.0,60.0,100.0,0.0,1.0,0.4,1763,MKS Chojniczanka Chojnice
470,Marek Papszun,M. Papszun,Poland,4-1-4-1,"{'3-4-3': 7, '3-5-2': 1, '4-3-3': 8, '5-3-2': 1, '3-1-4-2': 2, '3-4-2-1': 2, '4-1-4-1': 9, '4-3-2-1': 1}",balanced,neutral,0.48089772623190497,high,"[{""rank"": 1, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.102}, {""rank"": 2, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.071}, {""rank"": 3, ""code"": ""ball_dominant"", ""name"": ""Ball Dominant"", ""category"": ""possession"", ""emoji"": ""⚽"", ""description"": ""Keep the ball to control tempo and energy"", ""score"": 0.067}, {""rank"": 4, ""code"": ""total_football"", ""name"": ""Total Football"", ""category"": ""possession"", ""emoji"": ""🌀"", ""description"": ""Fluid rotations, every player attacks and defends"", ""score"": 0.064}]",37,12,14,11,32.4,1.19,1.24,48.0,12.42,3.75,1.32,1.23,5.5,2.12,0.06,14.25,27.0,62.2,45.9,73.0,18.9,0.5,0.75,403,Legia Warszawa
1163,Marek Zub,M. Zub,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1802,Stal Rzeszów
1217,Marian Wilhelm,M. Wilhelm,Germany,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1852,FC Viktoria Köln
385,Marie-Louise Eta,M. Eta,Germany,3-4-2-1,"{'3-4-3': 1, '3-5-2': 5, '5-3-2': 4, '3-1-4-2': 1, '3-4-2-1': 19, '4-2-2-2': 1}",balanced,neutral,0.2583815262259319,high,"[{""rank"": 1, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.153}, {""rank"": 2, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.125}, {""rank"": 3, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.105}, {""rank"": 4, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.052}]",34,9,9,16,26.5,1.26,1.74,39.03,12.0,3.58,1.22,1.53,4.94,1.91,0.09,12.65,20.6,61.8,58.8,76.5,23.5,0.39,1.0,83,1. FC Union Berlin
467,Mario Frick,M. Frick,Liechtenstein,4-3-1-2,"{'4-4-2': 7, '3-4-2-1': 1, '4-1-3-2': 1, '4-2-2-2': 1, '4-2-3-1': 7, '4-3-1-2': 15, '4-4-1-1': 1}",attacking,neutral,0.69746013237427,mid,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.086}, {""rank"": 2, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.069}, {""rank"": 3, ""code"": ""no_midfield"", ""name"": ""No Midfield Just Vibes"", ""category"": ""fan"", ""emoji"": ""🚀"", ""description"": ""Bypass midfield entirely, defend and attack direct"", ""score"": 0.066}, {""rank"": 4, ""code"": ""chaos_football"", ""name"": ""Chaos Football"", ""category"": ""pressing"", ""emoji"": ""🌪"", ""description"": ""High tempo, risk-heavy, disorganised by design"", ""score"": 0.064}]",34,11,10,13,32.4,1.94,1.82,50.09,14.32,4.38,1.78,1.59,5.24,1.9,0.05,12.26,14.7,76.5,82.4,94.1,11.8,0.7,0.95,250,FC Luzern
426,Mario Kohnen,M. Kohnen,,4-2-3-1,"{'4-3-3': 1, '4-2-3-1': 33}",balanced,neutral,0.5275135665420891,mid,"[{""rank"": 1, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.141}, {""rank"": 2, ""code"": ""wing_play"", ""name"": ""Wing Play"", ""category"": ""wide"", ""emoji"": ""🪽"", ""description"": ""Attacks focused through wide areas"", ""score"": 0.099}, {""rank"": 3, ""code"": ""no_midfield"", ""name"": ""No Midfield Just Vibes"", ""category"": ""fan"", ""emoji"": ""🚀"", ""description"": ""Bypass midfield entirely, defend and attack direct"", ""score"": 0.065}, {""rank"": 4, ""code"": ""overload_isolate"", ""name"": ""Overload-to-Isolate"", ""category"": ""possession"", ""emoji"": ""⚖"", ""description"": ""Crowd one side to free the other wing"", ""score"": 0.053}]",35,11,8,16,31.4,1.26,1.37,49.29,12.77,4.4,1.33,1.25,5.49,2.05,0.05,11.31,22.9,57.1,45.7,80.0,22.9,0.6,0.65,243,RC Sporting Charleroi
683,Mario Kovačević,M. Kovačević,Croatia,4-1-4-1,"{'4-3-3': 3, '4-1-4-1': 4, '4-2-3-1': 2}",balanced,neutral,0.47586503900305105,mid,"[{""rank"": 1, ""code"": ""chaos_ball"", ""name"": ""Chaos Ball"", ""category"": ""fan"", ""emoji"": ""🎲"", ""description"": ""Embrace pure randomness, anything can happen"", ""score"": 0.372}, {""rank"": 2, ""code"": ""vibes_fc"", ""name"": ""Vibes FC"", ""category"": ""fan"", ""emoji"": ""✨"", ""description"": ""Minimal structure, individual freedom"", ""score"": 0.063}, {""rank"": 3, ""code"": ""chaos_football"", ""name"": ""Chaos Football"", ""category"": ""pressing"", ""emoji"": ""🌪"", ""description"": ""High tempo, risk-heavy, disorganised by design"", ""score"": 0.05}, {""rank"": 4, ""code"": ""second_ball"", ""name"": ""Second Ball"", ""category"": ""counter"", ""emoji"": ""🔄"", ""description"": ""Win knockdowns after long balls"", ""score"": 0.039}]",10,4,1,5,40.0,1.6,2.0,49.9,11.0,3.9,1.3,1.39,4.9,1.8,0.2,10.1,0.0,70.0,80.0,100.0,30.0,0.8,1.2,133,GNK Dinamo Zagreb
72,Mario Marinica,M. Marinica,Romania,4-2-3-1,"{'4-1-4-1': 1, '4-2-3-1': 3}",balanced,soft,,,[],5,2,1,2,40.0,1.6,1.2,,,,,,,1.4,0.0,,40.0,60.0,60.0,80.0,0.0,1.2,0.4,647,Zimbabwe
950,Mario Martínez,M. Martínez,Spain,,{},defensive,neutral,,,[],3,1,0,2,33.3,0.67,2.0,,,,,,,0.67,0.33,,33.3,0.0,33.3,100.0,66.7,0.33,1.33,1499,Los Garres
195,Marius Croitoru,M. Croitoru,Romania,4-2-3-1,"{'4-3-3': 5, '4-1-3-2': 1, '4-2-3-1': 26, '4-3-1-2': 1}",balanced,neutral,0.7479745819041037,mid,"[{""rank"": 1, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.208}, {""rank"": 2, ""code"": ""high_press"", ""name"": ""High Press"", ""category"": ""pressing"", ""emoji"": ""🔥"", ""description"": ""Press defenders and keeper aggressively high up"", ""score"": 0.197}, {""rank"": 3, ""code"": ""man_press"", ""name"": ""Man-Oriented Press"", ""category"": ""pressing"", ""emoji"": ""🎯"", ""description"": ""Players follow their direct opponents everywhere"", ""score"": 0.144}, {""rank"": 4, ""code"": ""set_piece"", ""name"": ""Set-Piece Reliant"", ""category"": ""defensive"", ""emoji"": ""🎯"", ""description"": ""Goals mainly from corners and free kicks"", ""score"": 0.046}]",36,14,10,12,38.9,1.33,1.17,53.94,13.5,4.36,1.28,1.21,4.78,2.21,0.05,13.61,33.3,50.0,47.2,72.2,30.6,0.42,0.84,365,FC Botoșani
1146,Mariusz Jop,M. Jop,Poland,,{},balanced,soft,,,[],3,2,0,1,66.7,1.0,1.33,,,,,,,1.33,0.0,,66.7,33.3,33.3,33.3,0.0,0.33,0.33,1772,Wisła Kraków
220,Mariusz Misiura,M. Misiura,Poland,3-5-2,"{'3-5-2': 16, '5-3-2': 11, '3-1-4-2': 1}",balanced,neutral,0.3171185762437607,high,"[{""rank"": 1, ""code"": ""terrorist_fb"", ""name"": ""Terrorist Football"", ""category"": ""fan"", ""emoji"": ""💣"", ""description"": ""Ultra-negative setup — destroy the game"", ""score"": 0.112}, {""rank"": 2, ""code"": ""cross_pray"", ""name"": ""Cross & Pray"", ""category"": ""wide"", ""emoji"": ""🙏"", ""description"": ""High-volume hopeful crosses into the box"", ""score"": 0.063}, {""rank"": 3, ""code"": ""park_the_bus"", ""name"": ""Park the Bus"", ""category"": ""defensive"", ""emoji"": ""🚌"", ""description"": ""Ultra-deep defense, minimal attacking intent"", ""score"": 0.058}, {""rank"": 4, ""code"": ""no_midfield"", ""name"": ""No Midfield Just Vibes"", ""category"": ""fan"", ""emoji"": ""🚀"", ""description"": ""Bypass midfield entirely, defend and attack direct"", ""score"": 0.048}]",31,12,10,9,38.7,1.1,0.97,41.92,11.67,3.33,1.22,1.61,4.0,2.0,0.0,9.83,22.6,51.6,32.3,71.0,32.3,0.44,0.31,425,Wisła Płock
1165,Mariusz Pawlak,M. Pawlak,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1804,Polonia Warszawa
1149,Mariusz Piechna,M. Piechna,Poland,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1777,Gryf Słupsk
1248,Mark Hughes,M. Hughes,Wales,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1882,Carlisle United
1000,Márk Nikházi,M. Nikházi,Hungary,,,,,,,[],0,0,0,0,,,,,,,,,,,,,,,,,,,,1561,Budafoki MTE
323,Marko Mitrovic,M. Mitrovic,Serbia,4-2-3-1,"{'3-5-2': 2, '4-3-3': 3, '4-4-2': 3, '5-3-2': 1, '3-4-2-1': 1, '3-5-1-1': 1, '4-2-3-1': 8}",balanced,neutral,0.38654399164784853,mid,"[{""rank"": 1, ""code"": ""moments_fc"", ""name"": ""Moments FC"", ""category"": ""fan"", ""emoji"": ""⭐"", ""description"": ""Relies entirely on individual star brilliance"", ""score"": 0.054}, {""rank"": 2, ""code"": ""counter"", ""name"": ""Counter-Attack"", ""category"": ""counter"", ""emoji"": ""⚡"", ""description"": ""Absorb pressure, strike fast on the break"", ""score"": 0.052}, {""rank"": 3, ""code"": ""heritage"", ""name"": ""Heritage Football"", ""category"": ""fan"", ""emoji"": ""🪨"", ""description"": ""Old-school physical, long balls and grit"", ""score"": 0.05}, {""rank"": 4, ""code"": ""low_counter"", ""name"": ""Low Block Counter"", ""category"": ""counter"", ""emoji"": ""🏹"", ""description"": ""Deep defense with rapid forward outlets"", ""score"": 0.049}]",43,14,10,19,32.6,1.42,1.47,48.79,11.47,4.35,1.24,1.54,4.49,1.67,0.11,12.07,27.9,55.8,53.5,74.4,23.3,0.67,0.89,285,New England Revolution
436,Marko Nikolić,M. Nikolić,Serbia,4-4-2,"{'4-4-2': 9, '4-1-3-2': 1, '4-2-2-2': 5, '4-2-3-1': 9, '4-4-1-1': 4}",attacking,neutral,0.6407588862347839,high,"[{""rank"": 1, ""code"": ""total_football"", ""name"": ""Total Football"", ""category"": ""possession"", ""emoji"": ""🌀"", ""description"": ""Fluid rotations, every player attacks and defends"", ""score"": 0.064}, {""rank"": 2, ""code"": ""heritage"", ""name"": ""Heritage Football"", ""category"": ""fan"", ""emoji"": ""🪨"", ""description"": ""Old-school physical, long balls and grit"", ""score"": 0.064}, {""rank"": 3, ""code"": ""man_press"", ""name"": ""Man-Oriented Press"", ""category"": ""pressing"", ""emoji"": ""🎯"", ""description"": ""Players follow their direct opponents everywhere"", ""score"": 0.059}, {""rank"": 4, ""code"": ""gegenpressing"", ""name"": ""Gegenpressing"", ""category"": ""pressing"", ""emoji"": ""💨"", ""description"": ""Immediate press after losing the ball"", ""score"": 0.055}]",28,19,7,2,67.9,1.82,0.57,56.17,14.28,5.11,1.97,0.81,5.22,2.53,0.12,16.39,64.3,28.6,42.9,60.7,10.7,1.0,0.24,329,AEK Athens
